"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"LTU","PPP","TOT","NATUSD","A","2008",0.492829,
"LTU","PPP","TOT","NATUSD","A","2009",0.469393,
"LTU","PPP","TOT","NATUSD","A","2010",0.450377,
"LTU","PPP","TOT","NATUSD","A","2011",0.451921,
"LTU","PPP","TOT","NATUSD","A","2012",0.452657,
"LTU","PPP","TOT","NATUSD","A","2013",0.443347,
"LTU","PPP","TOT","NATUSD","A","2014",0.44262,
"LTU","PPP","TOT","NATUSD","A","2015",0.445858,
"LTU","PPP","TOT","NATUSD","A","2016",0.43844,
"LTU","PPP","TOT","NATUSD","A","2017",0.44272,
"LTU","PPP","TOT","NATUSD","A","2018",0.44662,
"LTU","PPP","TOT","NATUSD","A","2019",0.453716,
"LTU","PPP","TOT","NATUSD","A","2020",0.455588,
"LTU","PPP","TOT","NATUSD","A","2021",0.464377,
"SAU","PPP","TOT","NATUSD","A","2000",0.862343,
"SAU","PPP","TOT","NATUSD","A","2001",0.829939,
"SAU","PPP","TOT","NATUSD","A","2002",0.865684,
"SAU","PPP","TOT","NATUSD","A","2003",0.869589,
"SAU","PPP","TOT","NATUSD","A","2004",0.940417,
"SAU","PPP","TOT","NATUSD","A","2005",1.095774,
"SAU","PPP","TOT","NATUSD","A","2006",1.18667,
"SAU","PPP","TOT","NATUSD","A","2007",1.253109,
"SAU","PPP","TOT","NATUSD","A","2008",1.446642,
"SAU","PPP","TOT","NATUSD","A","2009",1.210103,
"SAU","PPP","TOT","NATUSD","A","2010",1.401801,
"SAU","PPP","TOT","NATUSD","A","2011",1.586354,
"SAU","PPP","TOT","NATUSD","A","2012",1.650197,
"SAU","PPP","TOT","NATUSD","A","2013",1.666466,
"SAU","PPP","TOT","NATUSD","A","2014",1.646281,
"SAU","PPP","TOT","NATUSD","A","2015",1.591297,
"SAU","PPP","TOT","NATUSD","A","2016",1.63892,
"SAU","PPP","TOT","NATUSD","A","2017",1.649027,
"SAU","PPP","TOT","NATUSD","A","2018",1.795691,
"SAU","PPP","TOT","NATUSD","A","2019",1.772778,
"SAU","PPP","TOT","NATUSD","A","2020",1.613395,
"EA19","PPP","TOT","NATUSD","A","2000",0.863686,
"EA19","PPP","TOT","NATUSD","A","2001",0.860614,
"EA19","PPP","TOT","NATUSD","A","2002",0.852016,
"EA19","PPP","TOT","NATUSD","A","2003",0.857877,
"EA19","PPP","TOT","NATUSD","A","2004",0.856019,
"EA19","PPP","TOT","NATUSD","A","2005",0.852717,
"EA19","PPP","TOT","NATUSD","A","2006",0.826353,
"EA19","PPP","TOT","NATUSD","A","2007",0.820202,
"EA19","PPP","TOT","NATUSD","A","2008",0.806163,
"EA19","PPP","TOT","NATUSD","A","2009",0.795024,
"EA19","PPP","TOT","NATUSD","A","2010",0.792931,
"EA19","PPP","TOT","NATUSD","A","2011",0.78045,
"EA19","PPP","TOT","NATUSD","A","2012",0.77417,
"EA19","PPP","TOT","NATUSD","A","2013",0.755544,
"EA19","PPP","TOT","NATUSD","A","2014",0.752027,
"EA19","PPP","TOT","NATUSD","A","2015",0.755255,
"EA19","PPP","TOT","NATUSD","A","2016",0.729729,
"EA19","PPP","TOT","NATUSD","A","2017",0.721085,
"EA19","PPP","TOT","NATUSD","A","2018",0.713393,
"EA19","PPP","TOT","NATUSD","A","2019",0.716695,
"EA19","PPP","TOT","NATUSD","A","2020",0.705882,
"EA19","PPP","TOT","NATUSD","A","2021",0.703807,
"ARG","PPP","TOT","NATUSD","A","2000",0.663416,
"ARG","PPP","TOT","NATUSD","A","2001",0.642064,
"ARG","PPP","TOT","NATUSD","A","2002",0.825195,
"ARG","PPP","TOT","NATUSD","A","2003",0.895181,
"ARG","PPP","TOT","NATUSD","A","2004",1.031788,
"ARG","PPP","TOT","NATUSD","A","2005",1.103858,
"ARG","PPP","TOT","NATUSD","A","2006",1.218661,
"ARG","PPP","TOT","NATUSD","A","2007",1.364085,
"ARG","PPP","TOT","NATUSD","A","2008",1.648101,
"ARG","PPP","TOT","NATUSD","A","2009",1.887154,
"ARG","PPP","TOT","NATUSD","A","2010",2.255571,
"ARG","PPP","TOT","NATUSD","A","2011",2.733128,
"ARG","PPP","TOT","NATUSD","A","2012",3.218154,
"ARG","PPP","TOT","NATUSD","A","2013",3.940967,
"ARG","PPP","TOT","NATUSD","A","2014",5.451964,
"ARG","PPP","TOT","NATUSD","A","2015",6.866548,
"ARG","PPP","TOT","NATUSD","A","2016",9.294966,
"ARG","PPP","TOT","NATUSD","A","2017",10.256822,
"ARG","PPP","TOT","NATUSD","A","2018",14.226563,
"ARG","PPP","TOT","NATUSD","A","2019",21.094376,
"ARG","PPP","TOT","NATUSD","A","2020",29.168631,
"CRI","PPP","TOT","NATUSD","A","2000",144.214227,
"CRI","PPP","TOT","NATUSD","A","2001",154.890735,
"CRI","PPP","TOT","NATUSD","A","2002",167.514856,
"CRI","PPP","TOT","NATUSD","A","2003",182.094963,
"CRI","PPP","TOT","NATUSD","A","2004",201.163504,
"CRI","PPP","TOT","NATUSD","A","2005",220.649121,
"CRI","PPP","TOT","NATUSD","A","2006",242.090086,
"CRI","PPP","TOT","NATUSD","A","2007",260.594583,
"CRI","PPP","TOT","NATUSD","A","2008",284.808581,
"CRI","PPP","TOT","NATUSD","A","2009",310.431036,
"CRI","PPP","TOT","NATUSD","A","2010",327.018289,
"CRI","PPP","TOT","NATUSD","A","2011",334.89666,
"CRI","PPP","TOT","NATUSD","A","2012",343.876659,
"CRI","PPP","TOT","NATUSD","A","2013",347.806785,
"CRI","PPP","TOT","NATUSD","A","2014",353.243788,
"CRI","PPP","TOT","NATUSD","A","2015",353.963974,
"CRI","PPP","TOT","NATUSD","A","2016",343.013617,
"CRI","PPP","TOT","NATUSD","A","2017",340.991882,
"CRI","PPP","TOT","NATUSD","A","2018",337.901936,
"CRI","PPP","TOT","NATUSD","A","2019",331.167742,
"CRI","PPP","TOT","NATUSD","A","2020",320.849715,
"CRI","PPP","TOT","NATUSD","A","2021",332.026908,
"BGR","PPP","TOT","NATUSD","A","2000",0.53603,
"BGR","PPP","TOT","NATUSD","A","2001",0.55596,
"BGR","PPP","TOT","NATUSD","A","2002",0.55829,
"BGR","PPP","TOT","NATUSD","A","2003",0.559829,
"BGR","PPP","TOT","NATUSD","A","2004",0.580245,
"BGR","PPP","TOT","NATUSD","A","2005",0.596498,
"BGR","PPP","TOT","NATUSD","A","2006",0.618228,
"BGR","PPP","TOT","NATUSD","A","2007",0.656434,
"BGR","PPP","TOT","NATUSD","A","2008",0.677676,
"BGR","PPP","TOT","NATUSD","A","2009",0.693197,
"BGR","PPP","TOT","NATUSD","A","2010",0.676937,
"BGR","PPP","TOT","NATUSD","A","2011",0.701071,
"BGR","PPP","TOT","NATUSD","A","2012",0.692818,
"BGR","PPP","TOT","NATUSD","A","2013",0.680005,
"BGR","PPP","TOT","NATUSD","A","2014",0.661229,
"BGR","PPP","TOT","NATUSD","A","2015",0.678702,
"BGR","PPP","TOT","NATUSD","A","2016",0.666662,
"BGR","PPP","TOT","NATUSD","A","2017",0.676279,
"BGR","PPP","TOT","NATUSD","A","2018",0.6801,
"BGR","PPP","TOT","NATUSD","A","2019",0.704525,
"BGR","PPP","TOT","NATUSD","A","2020",0.704232,
"BGR","PPP","TOT","NATUSD","A","2021",0.720483,
"HRV","PPP","TOT","NATUSD","A","2000",3.786983,
"HRV","PPP","TOT","NATUSD","A","2001",3.873841,
"HRV","PPP","TOT","NATUSD","A","2002",3.879356,
"HRV","PPP","TOT","NATUSD","A","2003",3.984034,
"HRV","PPP","TOT","NATUSD","A","2004",4.008066,
"HRV","PPP","TOT","NATUSD","A","2005",4.093482,
"HRV","PPP","TOT","NATUSD","A","2006",3.914096,
"HRV","PPP","TOT","NATUSD","A","2007",3.865543,
"HRV","PPP","TOT","NATUSD","A","2008",3.87238,
"HRV","PPP","TOT","NATUSD","A","2009",3.842562,
"HRV","PPP","TOT","NATUSD","A","2010",3.873511,
"HRV","PPP","TOT","NATUSD","A","2011",3.752616,
"HRV","PPP","TOT","NATUSD","A","2012",3.664153,
"HRV","PPP","TOT","NATUSD","A","2013",3.575104,
"HRV","PPP","TOT","NATUSD","A","2014",3.543476,
"HRV","PPP","TOT","NATUSD","A","2015",3.512389,
"HRV","PPP","TOT","NATUSD","A","2016",3.382,
"HRV","PPP","TOT","NATUSD","A","2017",3.324652,
"HRV","PPP","TOT","NATUSD","A","2018",3.311037,
"HRV","PPP","TOT","NATUSD","A","2019",3.319914,
"HRV","PPP","TOT","NATUSD","A","2020",3.247823,
"HRV","PPP","TOT","NATUSD","A","2021",3.273844,
"CYP","PPP","TOT","NATUSD","A","2000",0.717098,
"CYP","PPP","TOT","NATUSD","A","2001",0.711837,
"CYP","PPP","TOT","NATUSD","A","2002",0.710508,
"CYP","PPP","TOT","NATUSD","A","2003",0.736531,
"CYP","PPP","TOT","NATUSD","A","2004",0.733637,
"CYP","PPP","TOT","NATUSD","A","2005",0.722889,
"CYP","PPP","TOT","NATUSD","A","2006",0.709836,
"CYP","PPP","TOT","NATUSD","A","2007",0.694235,
"CYP","PPP","TOT","NATUSD","A","2008",0.693813,
"CYP","PPP","TOT","NATUSD","A","2009",0.68208,
"CYP","PPP","TOT","NATUSD","A","2010",0.700139,
"CYP","PPP","TOT","NATUSD","A","2011",0.698619,
"CYP","PPP","TOT","NATUSD","A","2012",0.706854,
"CYP","PPP","TOT","NATUSD","A","2013",0.687313,
"CYP","PPP","TOT","NATUSD","A","2014",0.67971,
"CYP","PPP","TOT","NATUSD","A","2015",0.663142,
"CYP","PPP","TOT","NATUSD","A","2016",0.622325,
"CYP","PPP","TOT","NATUSD","A","2017",0.615183,
"CYP","PPP","TOT","NATUSD","A","2018",0.612439,
"CYP","PPP","TOT","NATUSD","A","2019",0.616215,
"CYP","PPP","TOT","NATUSD","A","2020",0.612104,
"CYP","PPP","TOT","NATUSD","A","2021",0.611901,
"MLT","PPP","TOT","NATUSD","A","2000",0.580054,
"MLT","PPP","TOT","NATUSD","A","2001",0.589103,
"MLT","PPP","TOT","NATUSD","A","2002",0.581837,
"MLT","PPP","TOT","NATUSD","A","2003",0.573901,
"MLT","PPP","TOT","NATUSD","A","2004",0.566255,
"MLT","PPP","TOT","NATUSD","A","2005",0.572728,
"MLT","PPP","TOT","NATUSD","A","2006",0.571617,
"MLT","PPP","TOT","NATUSD","A","2007",0.568111,
"MLT","PPP","TOT","NATUSD","A","2008",0.57155,
"MLT","PPP","TOT","NATUSD","A","2009",0.569454,
"MLT","PPP","TOT","NATUSD","A","2010",0.572477,
"MLT","PPP","TOT","NATUSD","A","2011",0.574147,
"MLT","PPP","TOT","NATUSD","A","2012",0.57973,
"MLT","PPP","TOT","NATUSD","A","2013",0.577475,
"MLT","PPP","TOT","NATUSD","A","2014",0.586359,
"MLT","PPP","TOT","NATUSD","A","2015",0.599702,
"MLT","PPP","TOT","NATUSD","A","2016",0.583015,
"MLT","PPP","TOT","NATUSD","A","2017",0.586423,
"MLT","PPP","TOT","NATUSD","A","2018",0.586718,
"MLT","PPP","TOT","NATUSD","A","2019",0.587628,
"MLT","PPP","TOT","NATUSD","A","2020",0.586052,
"MLT","PPP","TOT","NATUSD","A","2021",0.589318,
"ROU","PPP","TOT","NATUSD","A","2000",0.61618,
"ROU","PPP","TOT","NATUSD","A","2001",0.813686,
"ROU","PPP","TOT","NATUSD","A","2002",0.978351,
"ROU","PPP","TOT","NATUSD","A","2003",1.176677,
"ROU","PPP","TOT","NATUSD","A","2004",1.268748,
"ROU","PPP","TOT","NATUSD","A","2005",1.401277,
"ROU","PPP","TOT","NATUSD","A","2006",1.399446,
"ROU","PPP","TOT","NATUSD","A","2007",1.487916,
"ROU","PPP","TOT","NATUSD","A","2008",1.566223,
"ROU","PPP","TOT","NATUSD","A","2009",1.567217,
"ROU","PPP","TOT","NATUSD","A","2010",1.537645,
"ROU","PPP","TOT","NATUSD","A","2011",1.550032,
"ROU","PPP","TOT","NATUSD","A","2012",1.563595,
"ROU","PPP","TOT","NATUSD","A","2013",1.606221,
"ROU","PPP","TOT","NATUSD","A","2014",1.628367,
"ROU","PPP","TOT","NATUSD","A","2015",1.662879,
"ROU","PPP","TOT","NATUSD","A","2016",1.596919,
"ROU","PPP","TOT","NATUSD","A","2017",1.613568,
"ROU","PPP","TOT","NATUSD","A","2018",1.66558,
"ROU","PPP","TOT","NATUSD","A","2019",1.715435,
"ROU","PPP","TOT","NATUSD","A","2020",1.70758,
"ROU","PPP","TOT","NATUSD","A","2021",1.745966,
"MKD","PPP","TOT","NATUSD","A","2000",19.946306,
"MKD","PPP","TOT","NATUSD","A","2001",20.501634,
"MKD","PPP","TOT","NATUSD","A","2002",20.015094,
"MKD","PPP","TOT","NATUSD","A","2003",20.100575,
"MKD","PPP","TOT","NATUSD","A","2004",19.261725,
"MKD","PPP","TOT","NATUSD","A","2005",19.293497,
"MKD","PPP","TOT","NATUSD","A","2006",18.88551,
"MKD","PPP","TOT","NATUSD","A","2007",19.513648,
"MKD","PPP","TOT","NATUSD","A","2008",19.263751,
"MKD","PPP","TOT","NATUSD","A","2009",18.364052,
"MKD","PPP","TOT","NATUSD","A","2010",18.730311,
"MKD","PPP","TOT","NATUSD","A","2011",19.289492,
"MKD","PPP","TOT","NATUSD","A","2012",19.003537,
"MKD","PPP","TOT","NATUSD","A","2013",19.105276,
"MKD","PPP","TOT","NATUSD","A","2014",18.995822,
"MKD","PPP","TOT","NATUSD","A","2015",19.440684,
"MKD","PPP","TOT","NATUSD","A","2016",18.958582,
"MKD","PPP","TOT","NATUSD","A","2017",18.970122,
"MKD","PPP","TOT","NATUSD","A","2018",18.951031,
"MKD","PPP","TOT","NATUSD","A","2019",19.009665,
"MKD","PPP","TOT","NATUSD","A","2020",18.929174,
"MKD","PPP","TOT","NATUSD","A","2021",19.545723,
"ZMB","PPP","TOT","NATUSD","A","2000",0.653753,
"ZMB","PPP","TOT","NATUSD","A","2001",0.801771,
"ZMB","PPP","TOT","NATUSD","A","2002",0.942336,
"ZMB","PPP","TOT","NATUSD","A","2003",1.088054,
"ZMB","PPP","TOT","NATUSD","A","2004",1.268434,
"ZMB","PPP","TOT","NATUSD","A","2005",1.434934,
"ZMB","PPP","TOT","NATUSD","A","2006",1.595328,
"ZMB","PPP","TOT","NATUSD","A","2007",1.755098,
"ZMB","PPP","TOT","NATUSD","A","2008",1.904794,
"ZMB","PPP","TOT","NATUSD","A","2009",1.995482,
"ZMB","PPP","TOT","NATUSD","A","2010",2.247679,
"ZMB","PPP","TOT","NATUSD","A","2011",2.446346,
"ZMB","PPP","TOT","NATUSD","A","2012",2.651491,
"ZMB","PPP","TOT","NATUSD","A","2013",2.832861,
"ZMB","PPP","TOT","NATUSD","A","2014",3.064822,
"ZMB","PPP","TOT","NATUSD","A","2015",3.366482,
"ZMB","PPP","TOT","NATUSD","A","2016",3.878827,
"ZMB","PPP","TOT","NATUSD","A","2017",4.19258,
"ZMB","PPP","TOT","NATUSD","A","2018",4.397728,
"ZMB","PPP","TOT","NATUSD","A","2019",4.65041,
"ZMB","PPP","TOT","NATUSD","A","2020",5.228496,
"HKG","PPP","TOT","NATUSD","A","2000",7.102748,
"HKG","PPP","TOT","NATUSD","A","2001",6.826998,
"HKG","PPP","TOT","NATUSD","A","2002",6.492065,
"HKG","PPP","TOT","NATUSD","A","2003",5.990788,
"HKG","PPP","TOT","NATUSD","A","2004",5.624251,
"HKG","PPP","TOT","NATUSD","A","2005",5.446166,
"HKG","PPP","TOT","NATUSD","A","2006",5.257924,
"HKG","PPP","TOT","NATUSD","A","2007",5.281026,
"HKG","PPP","TOT","NATUSD","A","2008",5.246647,
"HKG","PPP","TOT","NATUSD","A","2009",5.187404,
"HKG","PPP","TOT","NATUSD","A","2010",5.141532,
"HKG","PPP","TOT","NATUSD","A","2011",5.232639,
"HKG","PPP","TOT","NATUSD","A","2012",5.454228,
"HKG","PPP","TOT","NATUSD","A","2013",5.547579,
"HKG","PPP","TOT","NATUSD","A","2014",5.70645,
"HKG","PPP","TOT","NATUSD","A","2015",5.831053,
"HKG","PPP","TOT","NATUSD","A","2016",5.932289,
"HKG","PPP","TOT","NATUSD","A","2017",6.011433,
"HKG","PPP","TOT","NATUSD","A","2018",6.0852,
"HKG","PPP","TOT","NATUSD","A","2019",6.100863,
"HKG","PPP","TOT","NATUSD","A","2020",6.068756,
"MDG","PPP","TOT","NATUSD","A","2000",306.668889,
"MDG","PPP","TOT","NATUSD","A","2001",323.844411,
"MDG","PPP","TOT","NATUSD","A","2002",371.399307,
"MDG","PPP","TOT","NATUSD","A","2003",358.414545,
"MDG","PPP","TOT","NATUSD","A","2004",397.726527,
"MDG","PPP","TOT","NATUSD","A","2005",456.54327,
"MDG","PPP","TOT","NATUSD","A","2006",490.839261,
"MDG","PPP","TOT","NATUSD","A","2007",527.175241,
"MDG","PPP","TOT","NATUSD","A","2008",555.829546,
"MDG","PPP","TOT","NATUSD","A","2009",589.84716,
"MDG","PPP","TOT","NATUSD","A","2010",642.632653,
"MDG","PPP","TOT","NATUSD","A","2011",694.862671,
"MDG","PPP","TOT","NATUSD","A","2012",742.898193,
"MDG","PPP","TOT","NATUSD","A","2013",777.658813,
"MDG","PPP","TOT","NATUSD","A","2014",823.956116,
"MDG","PPP","TOT","NATUSD","A","2015",886.091309,
"MDG","PPP","TOT","NATUSD","A","2016",941.010864,
"MDG","PPP","TOT","NATUSD","A","2017",1013.434631,
"MDG","PPP","TOT","NATUSD","A","2018",1071.795756,
"MDG","PPP","TOT","NATUSD","A","2019",1121.675636,
"MDG","PPP","TOT","NATUSD","A","2020",1156.977747,
"MAR","PPP","TOT","NATUSD","A","2000",3.963041,
"MAR","PPP","TOT","NATUSD","A","2001",3.903277,
"MAR","PPP","TOT","NATUSD","A","2002",3.888936,
"MAR","PPP","TOT","NATUSD","A","2003",3.858602,
"MAR","PPP","TOT","NATUSD","A","2004",3.803255,
"MAR","PPP","TOT","NATUSD","A","2005",3.732276,
"MAR","PPP","TOT","NATUSD","A","2006",3.678727,
"MAR","PPP","TOT","NATUSD","A","2007",3.711284,
"MAR","PPP","TOT","NATUSD","A","2008",3.805403,
"MAR","PPP","TOT","NATUSD","A","2009",3.782161,
"MAR","PPP","TOT","NATUSD","A","2010",3.775071,
"MAR","PPP","TOT","NATUSD","A","2011",3.672276,
"MAR","PPP","TOT","NATUSD","A","2012",3.749629,
"MAR","PPP","TOT","NATUSD","A","2013",3.79399,
"MAR","PPP","TOT","NATUSD","A","2014",4.033863,
"MAR","PPP","TOT","NATUSD","A","2015",3.996445,
"MAR","PPP","TOT","NATUSD","A","2016",3.994037,
"MAR","PPP","TOT","NATUSD","A","2017",4.02344,
"MAR","PPP","TOT","NATUSD","A","2018",3.971916,
"MAR","PPP","TOT","NATUSD","A","2019",3.955212,
"MAR","PPP","TOT","NATUSD","A","2020",3.943094,
"SGP","PPP","TOT","NATUSD","A","2000",0.938133,
"SGP","PPP","TOT","NATUSD","A","2001",0.901325,
"SGP","PPP","TOT","NATUSD","A","2002",0.879406,
"SGP","PPP","TOT","NATUSD","A","2003",0.847941,
"SGP","PPP","TOT","NATUSD","A","2004",0.859346,
"SGP","PPP","TOT","NATUSD","A","2005",0.849283,
"SGP","PPP","TOT","NATUSD","A","2006",0.839552,
"SGP","PPP","TOT","NATUSD","A","2007",0.865959,
"SGP","PPP","TOT","NATUSD","A","2008",0.837662,
"SGP","PPP","TOT","NATUSD","A","2009",0.855941,
"SGP","PPP","TOT","NATUSD","A","2010",0.855411,
"SGP","PPP","TOT","NATUSD","A","2011",0.846738,
"SGP","PPP","TOT","NATUSD","A","2012",0.845872,
"SGP","PPP","TOT","NATUSD","A","2013",0.858817,
"SGP","PPP","TOT","NATUSD","A","2014",0.863951,
"SGP","PPP","TOT","NATUSD","A","2015",0.8796,
"SGP","PPP","TOT","NATUSD","A","2016",0.878306,
"SGP","PPP","TOT","NATUSD","A","2017",0.88598,
"SGP","PPP","TOT","NATUSD","A","2018",0.89417,
"SGP","PPP","TOT","NATUSD","A","2019",0.873005,
"SGP","PPP","TOT","NATUSD","A","2020",0.837735,
"EU27_2020","PPP","TOT","NATUSD","A","2000",0.830643,
"EU27_2020","PPP","TOT","NATUSD","A","2001",0.8278,
"EU27_2020","PPP","TOT","NATUSD","A","2002",0.819609,
"EU27_2020","PPP","TOT","NATUSD","A","2003",0.820951,
"EU27_2020","PPP","TOT","NATUSD","A","2004",0.816961,
"EU27_2020","PPP","TOT","NATUSD","A","2005",0.818857,
"EU27_2020","PPP","TOT","NATUSD","A","2006",0.794815,
"EU27_2020","PPP","TOT","NATUSD","A","2007",0.789521,
"EU27_2020","PPP","TOT","NATUSD","A","2008",0.775888,
"EU27_2020","PPP","TOT","NATUSD","A","2009",0.755023,
"EU27_2020","PPP","TOT","NATUSD","A","2010",0.756823,
"EU27_2020","PPP","TOT","NATUSD","A","2011",0.745416,
"EU27_2020","PPP","TOT","NATUSD","A","2012",0.738733,
"EU27_2020","PPP","TOT","NATUSD","A","2013",0.721414,
"EU27_2020","PPP","TOT","NATUSD","A","2014",0.716496,
"EU27_2020","PPP","TOT","NATUSD","A","2015",0.718859,
"EU27_2020","PPP","TOT","NATUSD","A","2016",0.694352,
"EU27_2020","PPP","TOT","NATUSD","A","2017",0.686689,
"EU27_2020","PPP","TOT","NATUSD","A","2018",0.678201,
"EU27_2020","PPP","TOT","NATUSD","A","2019",0.680299,
"EU27_2020","PPP","TOT","NATUSD","A","2020",0.668221,
"EU27_2020","PPP","TOT","NATUSD","A","2021",0.667415,
"ALB","PPP","TOT","NATUSD","A","2000",42.025038,
"ALB","PPP","TOT","NATUSD","A","2001",42.82385,
"ALB","PPP","TOT","NATUSD","A","2002",42.926277,
"ALB","PPP","TOT","NATUSD","A","2003",44.593238,
"ALB","PPP","TOT","NATUSD","A","2004",44.89852,
"ALB","PPP","TOT","NATUSD","A","2005",45.527215,
"ALB","PPP","TOT","NATUSD","A","2006",44.41241,
"ALB","PPP","TOT","NATUSD","A","2007",44.63495,
"ALB","PPP","TOT","NATUSD","A","2008",44.560964,
"ALB","PPP","TOT","NATUSD","A","2009",44.337984,
"ALB","PPP","TOT","NATUSD","A","2010",44.196121,
"ALB","PPP","TOT","NATUSD","A","2011",43.857571,
"ALB","PPP","TOT","NATUSD","A","2012",43.655279,
"ALB","PPP","TOT","NATUSD","A","2013",44.113521,
"ALB","PPP","TOT","NATUSD","A","2014",42.893912,
"ALB","PPP","TOT","NATUSD","A","2015",42.705915,
"ALB","PPP","TOT","NATUSD","A","2016",42.385666,
"ALB","PPP","TOT","NATUSD","A","2017",42.255465,
"ALB","PPP","TOT","NATUSD","A","2018",42.302702,
"ALB","PPP","TOT","NATUSD","A","2019",42.343174,
"ALB","PPP","TOT","NATUSD","A","2020",42.498076,
"ALB","PPP","TOT","NATUSD","A","2021",42.969328,
"SRB","PPP","TOT","NATUSD","A","2000",9.599904,
"SRB","PPP","TOT","NATUSD","A","2001",17.830736,
"SRB","PPP","TOT","NATUSD","A","2002",20.357691,
"SRB","PPP","TOT","NATUSD","A","2003",22.635836,
"SRB","PPP","TOT","NATUSD","A","2004",24.093802,
"SRB","PPP","TOT","NATUSD","A","2005",27.032759,
"SRB","PPP","TOT","NATUSD","A","2006",28.824586,
"SRB","PPP","TOT","NATUSD","A","2007",30.425147,
"SRB","PPP","TOT","NATUSD","A","2008",31.324467,
"SRB","PPP","TOT","NATUSD","A","2009",33.262548,
"SRB","PPP","TOT","NATUSD","A","2010",34.833387,
"SRB","PPP","TOT","NATUSD","A","2011",36.323581,
"SRB","PPP","TOT","NATUSD","A","2012",37.982549,
"SRB","PPP","TOT","NATUSD","A","2013",39.322683,
"SRB","PPP","TOT","NATUSD","A","2014",39.801943,
"SRB","PPP","TOT","NATUSD","A","2015",40.737463,
"SRB","PPP","TOT","NATUSD","A","2016",40.454952,
"SRB","PPP","TOT","NATUSD","A","2017",40.820835,
"SRB","PPP","TOT","NATUSD","A","2018",41.004083,
"SRB","PPP","TOT","NATUSD","A","2019",41.475113,
"SRB","PPP","TOT","NATUSD","A","2020",41.768579,
"GEO","PPP","TOT","NATUSD","A","2000",0.477432,
"GEO","PPP","TOT","NATUSD","A","2001",0.492301,
"GEO","PPP","TOT","NATUSD","A","2002",0.513322,
"GEO","PPP","TOT","NATUSD","A","2003",0.521221,
"GEO","PPP","TOT","NATUSD","A","2004",0.550353,
"GEO","PPP","TOT","NATUSD","A","2005",0.576088,
"GEO","PPP","TOT","NATUSD","A","2006",0.60641,
"GEO","PPP","TOT","NATUSD","A","2007",0.646437,
"GEO","PPP","TOT","NATUSD","A","2008",0.694949,
"GEO","PPP","TOT","NATUSD","A","2009",0.674959,
"GEO","PPP","TOT","NATUSD","A","2010",0.761853,
"GEO","PPP","TOT","NATUSD","A","2011",0.811295,
"GEO","PPP","TOT","NATUSD","A","2012",0.743101,
"GEO","PPP","TOT","NATUSD","A","2013",0.724774,
"GEO","PPP","TOT","NATUSD","A","2014",0.722902,
"GEO","PPP","TOT","NATUSD","A","2015",0.753517,
"GEO","PPP","TOT","NATUSD","A","2016",0.747673,
"GEO","PPP","TOT","NATUSD","A","2017",0.804572,
"GEO","PPP","TOT","NATUSD","A","2018",0.819973,
"GEO","PPP","TOT","NATUSD","A","2019",0.847421,
"GEO","PPP","TOT","NATUSD","A","2020",0.898298,
"CMR","PPP","TOT","NATUSD","A","2000",238.425679,
"CMR","PPP","TOT","NATUSD","A","2001",239.069455,
"CMR","PPP","TOT","NATUSD","A","2002",241.876507,
"CMR","PPP","TOT","NATUSD","A","2003",242.104046,
"CMR","PPP","TOT","NATUSD","A","2004",236.08582,
"CMR","PPP","TOT","NATUSD","A","2005",232.061265,
"CMR","PPP","TOT","NATUSD","A","2006",230.424794,
"CMR","PPP","TOT","NATUSD","A","2007",225.498002,
"CMR","PPP","TOT","NATUSD","A","2008",232.123702,
"CMR","PPP","TOT","NATUSD","A","2009",238.668823,
"CMR","PPP","TOT","NATUSD","A","2010",237.543336,
"CMR","PPP","TOT","NATUSD","A","2011",238.707077,
"CMR","PPP","TOT","NATUSD","A","2012",242.193954,
"CMR","PPP","TOT","NATUSD","A","2013",241.083008,
"CMR","PPP","TOT","NATUSD","A","2014",239.119339,
"CMR","PPP","TOT","NATUSD","A","2015",240.708267,
"CMR","PPP","TOT","NATUSD","A","2016",237.443756,
"CMR","PPP","TOT","NATUSD","A","2017",232.801392,
"CMR","PPP","TOT","NATUSD","A","2018",231.655607,
"CMR","PPP","TOT","NATUSD","A","2019",230.255048,
"CMR","PPP","TOT","NATUSD","A","2020",228.849599,
"SEN","PPP","TOT","NATUSD","A","2000",217.996448,
"SEN","PPP","TOT","NATUSD","A","2001",228.238908,
"SEN","PPP","TOT","NATUSD","A","2002",228.964376,
"SEN","PPP","TOT","NATUSD","A","2003",222.715275,
"SEN","PPP","TOT","NATUSD","A","2004",216.583857,
"SEN","PPP","TOT","NATUSD","A","2005",219.956985,
"SEN","PPP","TOT","NATUSD","A","2006",219.656569,
"SEN","PPP","TOT","NATUSD","A","2007",228.004278,
"SEN","PPP","TOT","NATUSD","A","2008",242.030534,
"SEN","PPP","TOT","NATUSD","A","2009",236.142314,
"SEN","PPP","TOT","NATUSD","A","2010",237.167424,
"SEN","PPP","TOT","NATUSD","A","2011",241.276062,
"SEN","PPP","TOT","NATUSD","A","2012",245.599808,
"SEN","PPP","TOT","NATUSD","A","2013",247.211914,
"SEN","PPP","TOT","NATUSD","A","2014",243.618332,
"SEN","PPP","TOT","NATUSD","A","2015",242.595215,
"SEN","PPP","TOT","NATUSD","A","2016",244.657715,
"SEN","PPP","TOT","NATUSD","A","2017",246.786667,
